X Y  Z
 6.45000000000000E+0001 -1.20916667195512E+0001  1.56098745389713E+0000
 6.45000000000000E+0001 -1.41398777387203E+0001  1.63626419379451E+0000
 6.45000000000000E+0001 -1.62904993088479E+0001  1.70594280923820E+0000
 6.45000000000000E+0001 -1.85486519574818E+0001  1.76164910689371E+0000
 6.45000000000000E+0001 -2.09197122385474E+0001  1.79302035610411E+0000
 6.60000000000000E+0001  1.10000000000000E+0001  6.49863175783882E-0001
 6.60000000000000E+0001  1.01063723168084E+0001  7.08274064045497E-0001
 6.60000000000000E+0001  9.16806324945735E+0000  7.82504020148060E-0001
 6.60000000000000E+0001  8.18283872873869E+0000  8.37700281525888E-0001
 6.60000000000000E+0001  7.14835298198409E+0000  8.73951917609921E-0001
 6.60000000000000E+0001  6.06214294789176E+0000  9.06715153127275E-0001
 6.60000000000000E+0001  4.92162241209481E+0000  9.44289909650358E-0001
 6.60000000000000E+0001  3.72407584950802E+0000  9.86585402853985E-0001
 6.60000000000000E+0001  2.46665195879189E+0000  1.03014755795887E+0000
 6.60000000000000E+0001  1.14635687353995E+0000  1.07215725696659E+0000
 6.60000000000000E+0001 -2.39952965974593E-0001  1.11272942220503E+0000
 6.60000000000000E+0001 -1.69557829746486E+0000  1.15524456002679E+0000
 6.60000000000000E+0001 -3.22398489552963E+0000  1.20458809100065E+0000
 6.60000000000000E+0001 -4.82881182349765E+0000  1.26398415176227E+0000
 6.60000000000000E+0001 -6.51388009786407E+0000  1.33266633463434E+0000
 6.60000000000000E+0001 -8.28320178594881E+0000  1.40697563902466E+0000
 6.60000000000000E+0001 -1.01409895584377E+0001  1.48344679923046E+0000
 6.60000000000000E+0001 -1.20916667195512E+0001  1.56016179518430E+0000
 6.60000000000000E+0001 -1.41398777387203E+0001  1.63543175883816E+0000
 6.60000000000000E+0001 -1.62904993088479E+0001  1.70509599795254E+0000
 6.60000000000000E+0001 -1.85486519574818E+0001  1.76078671427423E+0000
 6.60000000000000E+0001 -2.09197122385474E+0001  1.79214794457032E+0000
 6.90000000000000E+0001  1.10000000000000E+0001  6.62118544235517E-0001
 6.90000000000000E+0001  1.01063723168084E+0001  7.21704980776238E-0001
 6.90000000000000E+0001  9.16806324945735E+0000  7.96483222984617E-0001
 6.90000000000000E+0001  8.18283872873869E+0000  8.49922006946216E-0001
 6.90000000000000E+0001  7.14835298198409E+0000  8.82543990189148E-0001
 6.90000000000000E+0001  6.06214294789176E+0000  9.11175289285103E-0001
 6.90000000000000E+0001  4.92162241209481E+0000  9.45577033864653E-0001
 6.90000000000000E+0001  3.72407584950802E+0000  9.86005805704710E-0001
 6.90000000000000E+0001  2.46665195879189E+0000  1.02884032409620E+0000
 6.90000000000000E+0001  1.14635687353995E+0000  1.07078455220101E+0000
 6.90000000000000E+0001 -2.39952965974593E-0001  1.11152853084937E+0000
 6.90000000000000E+0001 -1.69557829746486E+0000  1.15421969298633E+0000
 6.90000000000000E+0001 -3.22398489552963E+0000  1.20368546680462E+0000
 6.90000000000000E+0001 -4.82881182349765E+0000  1.26316458217081E+0000
 6.90000000000000E+0001 -6.51388009786407E+0000  1.33190368702527E+0000
 6.90000000000000E+0001 -8.28320178594881E+0000  1.40624982987906E+0000
 6.90000000000000E+0001 -1.01409895584377E+0001  1.48274128390662E+0000
 6.90000000000000E+0001 -1.20916667195512E+0001  1.55946319504811E+0000
 6.90000000000000E+0001 -1.41398777387203E+0001  1.63472963751551E+0000
 6.90000000000000E+0001 -1.62904993088479E+0001  1.70438361997789E+0000
 6.90000000000000E+0001 -1.85486519574818E+0001  1.76006246136714E+0000
 6.90000000000000E+0001 -2.09197122385474E+0001  1.79141586690532E+0000
 7.15000000000000E+0001  1.10000000000000E+0001  6.56273618639102E-0001
 7.15000000000000E+0001  1.01063723168084E+0001  7.17104194958710E-0001
 7.15000000000000E+0001  9.16806324945735E+0000  7.94511464982477E-0001
 7.15000000000000E+0001  8.18283872873869E+0000  8.51029518424809E-0001
 7.15000000000000E+0001  7.14835298198409E+0000  8.85413900892445E-0001
 7.15000000000000E+0001  6.06214294789176E+0000  9.13942288013803E-0001
 7.15000000000000E+0001  4.92162241209481E+0000  9.47118851566331E-0001
 7.15000000000000E+0001  3.72407584950802E+0000  9.86316742594855E-0001
 7.15000000000000E+0001  2.46665195879189E+0000  1.02842196008250E+0000
 7.15000000000000E+0001  1.14635687353995E+0000  1.07008758330871E+0000
 7.15000000000000E+0001 -2.39952965974593E-0001  1.11077886809803E+0000
 7.15000000000000E+0001 -1.69557829746486E+0000  1.15348871612609E+0000
 7.15000000000000E+0001 -3.22398489552963E+0000  1.20299147729058E+0000
 7.15000000000000E+0001 -4.82881182349765E+0000  1.26251072553694E+0000
 7.15000000000000E+0001 -6.51388009786407E+0000  1.33128510123485E+0000
 7.15000000000000E+0001 -8.28320178594881E+0000  1.40565714469201E+0000
 7.15000000000000E+0001 -1.01409895584377E+0001  1.48216441712115E+0000
 7.15000000000000E+0001 -1.20916667195512E+0001  1.55889276078971E+0000
 7.15000000000000E+0001 -1.41398777387203E+0001  1.63415762941711E+0000
 7.15000000000000E+0001 -1.62904993088479E+0001  1.70380447317304E+0000
 7.15000000000000E+0001 -1.85486519574818E+0001  1.75947452519892E+0000
 7.15000000000000E+0001 -2.09197122385474E+0001  1.79082199695325E+0000
 7.40000000000000E+0001  1.10000000000000E+0001  6.38300465778738E-0001
 7.40000000000000E+0001  1.01063723168084E+0001  7.00126169779911E-0001
 7.40000000000000E+0001  9.16806324945735E+0000  7.81237464202279E-0001
 7.40000000000000E+0001  8.18283872873869E+0000  8.43813075427789E-0001
 7.40000000000000E+0001  7.14835298198409E+0000  8.83659023095846E-0001
 7.40000000000000E+0001  6.06214294789176E+0000  9.14917935155402E-0001
 7.40000000000000E+0001  4.92162241209481E+0000  9.48421937102445E-0001
 7.40000000000000E+0001  3.72407584950802E+0000  9.87006169065643E-0001
 7.40000000000000E+0001  2.46665195879189E+0000  1.02850041063430E+0000
 7.40000000000000E+0001  1.14635687353995E+0000  1.06981227098884E+0000
 7.40000000000000E+0001 -2.39952965974593E-0001  1.11033756926989E+0000
 7.40000000000000E+0001 -1.69557829746486E+0000  1.15298295173955E+0000
 7.40000000000000E+0001 -3.22398489552963E+0000  1.20247469197373E+0000
 7.40000000000000E+0001 -4.82881182349765E+0000  1.26200708027683E+0000
 7.40000000000000E+0001 -6.51388009786407E+0000  1.33080072316036E+0000
 7.40000000000000E+0001 -8.28320178594881E+0000  1.40518959194875E+0000
 7.40000000000000E+0001 -1.01409895584377E+0001  1.48170828387287E+0000
 7.40000000000000E+0001 -1.20916667195512E+0001  1.55844186079391E+0000
 7.40000000000000E+0001 -1.41398777387203E+0001  1.63370611096873E+0000
 7.40000000000000E+0001 -1.62904993088479E+0001  1.70334801338946E+0000
 7.40000000000000E+0001 -1.85486519574818E+0001  1.75901165526491E+0000
 7.40000000000000E+0001 -2.09197122385474E+0001  1.79035472468097E+0000
 7.65000000000000E+0001  1.10000000000000E+0001  6.20058992247372E-0001
 7.65000000000000E+0001  1.01063723168084E+0001  6.82303069195614E-0001
 7.65000000000000E+0001  9.16806324945735E+0000  7.66524415530893E-0001
 7.65000000000000E+0001  8.18283872873869E+0000  8.34985436415926E-0001
 7.65000000000000E+0001  7.14835298198409E+0000  8.80598489151062E-0001
 7.65000000000000E+0001  6.06214294789176E+0000  9.15068986948481E-0001
 7.65000000000000E+0001  4.92162241209481E+0000  9.49402619535890E-0001
 7.65000000000000E+0001  3.72407584950802E+0000  9.87703115846632E-0001
 7.65000000000000E+0001  2.46665195879189E+0000  1.02875180213160E+0000
 7.65000000000000E+0001  1.14635687353995E+0000  1.06974514688235E+0000
 7.65000000000000E+0001 -2.39952965974593E-0001  1.11009000225099E+0000
 7.65000000000000E+0001 -1.69557829746486E+0000  1.15265101894918E+0000
 7.65000000000000E+0001 -3.22398489552963E+0000  1.20211471772489E+0000
 7.65000000000000E+0001 -4.82881182349765E+0000  1.26164652827841E+0000
 7.65000000000000E+0001 -6.51388009786407E+0000  1.33044902578415E+0000
 7.65000000000000E+0001 -8.28320178594881E+0000  1.40484780633010E+0000
 7.65000000000000E+0001 -1.01409895584377E+0001  1.48137398888461E+0000
 7.65000000000000E+0001 -1.20916667195512E+0001  1.55811128733544E+0000
 7.65000000000000E+0001 -1.41398777387203E+0001  1.63337530258675E+0000
 7.65000000000000E+0001 -1.62904993088479E+0001  1.70301387737607E+0000
 7.65000000000000E+0001 -1.85486519574818E+0001  1.75867306562561E+0000
 7.65000000000000E+0001 -2.09197122385474E+0001  1.79001303555865E+0000
 7.90000000000000E+0001  1.10000000000000E+0001  6.08634685472482E-0001
 7.90000000000000E+0001  1.01063723168084E+0001  6.70778868388406E-0001
 7.90000000000000E+0001  9.16806324945735E+0000  7.56687215290449E-0001
 7.90000000000000E+0001  8.18283872873869E+0000  8.28963353931651E-0001
 7.90000000000000E+0001  7.14835298198409E+0000  8.78436067744662E-0001
 7.90000000000000E+0001  6.06214294789176E+0000  9.15130360942747E-0001
 7.90000000000000E+0001  4.92162241209481E+0000  9.50060099589372E-0001
 7.90000000000000E+0001  3.72407584950802E+0000  9.88220084879101E-0001
 7.90000000000000E+0001  2.46665195879189E+0000  1.02898316096954E+0000
 7.90000000000000E+0001  1.14635687353995E+0000  1.06975296292622E+0000
 7.90000000000000E+0001 -2.39952965974593E-0001  1.10996297061521E+0000
 7.90000000000000E+0001 -1.69557829746486E+0000  1.15245647289628E+0000
 7.90000000000000E+0001 -3.22398489552963E+0000  1.20189459291740E+0000
 7.90000000000000E+0001 -4.82881182349765E+0000  1.26142140363230E+0000
 7.90000000000000E+0001 -6.51388009786407E+0000  1.33022702948398E+0000
 7.90000000000000E+0001 -8.28320178594881E+0000  1.40463090867915E+0000
 7.90000000000000E+0001 -1.01409895584377E+0001  1.48116137199559E+0000
 7.90000000000000E+0001 -1.20916667195512E+0001  1.55790092527802E+0000
 7.90000000000000E+0001 -1.41398777387203E+0001  1.63316484165044E+0000
 7.90000000000000E+0001 -1.62904993088479E+0001  1.70280139610936E+0000
 7.90000000000000E+0001 -1.85486519574818E+0001  1.75845782922911E+0000
 7.90000000000000E+0001 -2.09197122385474E+0001  1.78979586857898E+0000
 8.20000000000000E+0001  1.10000000000000E+0001  6.04068856270061E-0001
 8.20000000000000E+0001  1.01063723168084E+0001  6.65985055215091E-0001
 8.20000000000000E+0001  9.16806324945735E+0000  7.52473386695704E-0001
 8.20000000000000E+0001  8.18283872873869E+0000  8.26369820841834E-0001
 8.20000000000000E+0001  7.14835298198409E+0000  8.77559060782845E-0001
 8.20000000000000E+0001  6.06214294789176E+0000  9.15216397099543E-0001
 8.20000000000000E+0001  4.92162241209481E+0000  9.50400896576627E-0001
 8.20000000000000E+0001  3.72407584950802E+0000  9.88485036904992E-0001
 8.20000000000000E+0001  2.46665195879189E+0000  1.02910954701813E+0000
 8.20000000000000E+0001  1.14635687353995E+0000  1.06976922534703E+0000
 8.20000000000000E+0001 -2.39952965974593E-0001  1.10991040724821E+0000
 8.20000000000000E+0001 -1.69557829746486E+0000  1.15236904351112E+0000
 8.20000000000000E+0001 -3.22398489552963E+0000  1.20179295395541E+0000
 8.20000000000000E+0001 -4.82881182349765E+0000  1.26131609478044E+0000
 8.20000000000000E+0001 -6.51388009786407E+0000  1.33012248135453E+0000
 8.20000000000000E+0001 -8.28320178594881E+0000  1.40452841808994E+0000
 8.20000000000000E+0001 -1.01409895584377E+0001  1.48106075967617E+0000
 8.20000000000000E+0001 -1.20916667195512E+0001  1.55780133996893E+0000
 8.20000000000000E+0001 -1.41398777387203E+0001  1.63306521606082E+0000
 8.20000000000000E+0001 -1.62904993088479E+0001  1.70270083321102E+0000
 8.20000000000000E+0001 -1.85486519574818E+0001  1.75835597648631E+0000
 8.20000000000000E+0001 -2.09197122385474E+0001  1.78969310808574E+0000
