X Y  Z
 2.25000000000000E+0001 -6.55901155780025E+0000  1.36040666265469E+0000
 2.25000000000000E+0001 -8.32279020816942E+0000  1.43669340443426E+0000
 2.25000000000000E+0001 -1.01747577910570E+0001  1.51489654400301E+0000
 2.25000000000000E+0001 -1.21193237530890E+0001  1.59316509689231E+0000
 2.25000000000000E+0001 -1.41611180132226E+0001  1.66986632728907E+0000
 2.25000000000000E+0001 -1.63050019863629E+0001  1.74082538285328E+0000
 2.25000000000000E+0001 -1.85560801581602E+0001  1.79755095194132E+0000
 2.25000000000000E+0001 -2.09197122385474E+0001  1.82949846495667E+0000
 2.40000000000000E+0001  1.08000000000000E+0001  6.67801076594076E-0001
 2.40000000000000E+0001  9.91197153823323E+0000  7.34191549326857E-0001
 2.40000000000000E+0001  8.97954165337812E+0000  8.17584670480747E-0001
 2.40000000000000E+0001  8.00049027428025E+0000  8.77026692802959E-0001
 2.40000000000000E+0001  6.97248632622749E+0000  9.12019920329248E-0001
 2.40000000000000E+0001  5.89308218077209E+0000  9.40412630910440E-0001
 2.40000000000000E+0001  4.75970782804392E+0000  9.72773259975716E-0001
 2.40000000000000E+0001  3.56966475767935E+0000  1.01002375708619E+0000
 2.40000000000000E+0001  2.32011953379654E+0000  1.04921251568700E+0000
 2.40000000000000E+0001  1.00809704871960E+0000  1.08824478983897E+0000
 2.40000000000000E+0001 -3.69526560611195E-0001  1.12799110886685E+0000
 2.40000000000000E+0001 -1.81603135040853E+0000  1.17179116528230E+0000
 2.40000000000000E+0001 -3.33486137969573E+0000  1.22362307987177E+0000
 2.40000000000000E+0001 -4.92963291044729E+0000  1.28574513854716E+0000
 2.40000000000000E+0001 -6.60414301773643E+0000  1.35690587713264E+0000
 2.40000000000000E+0001 -8.36237863039002E+0000  1.43334715001452E+0000
 2.40000000000000E+0001 -1.02085260236763E+0001  1.51165160712446E+0000
 2.40000000000000E+0001 -1.21469807866268E+0001  1.58998003799149E+0000
 2.40000000000000E+0001 -1.41823582877250E+0001  1.66670402000021E+0000
